ID_MONITORIA,DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,ANALISTA,NOTA_FINAL,Saudação e Identificação,Escuta Ativa,Clareza na Comunicação,Resolução no Primeiro Contato,Empatia com o Cliente,Conhecimento do Produto,Seguiu Script,Encerramento Adequado
1409,2024-03-18,5510151,Supervisor 6,Segmento 2,Leandro Moura,6.1,10,1,5,4,4,7,9,9
1410,2024-03-11,5510151,Supervisor 6,Segmento 2,Gael Dias,3.8,5,8,1,8,5,0,1,2
1411,2024-03-24,5510151,Supervisor 6,Segmento 2,Dr. Luiz Otávio Alves,4.0,0,8,3,8,9,2,1,1
1412,2024-03-13,5510151,Supervisor 6,Segmento 2,Theo Oliveira,4.0,6,3,4,7,0,1,6,5
1413,2024-03-13,5510151,Supervisor 6,Segmento 2,Mathias Mendonça,6.8,4,1,8,3,10,10,10,8
1414,2024-01-07,5510152,Supervisor 6,Segmento 1,Milena Novaes,6.6,2,9,10,10,3,10,6,3
1415,2024-01-15,5510152,Supervisor 6,Segmento 1,Isabelly da Mata,6.4,1,7,10,6,10,1,9,7
1416,2024-01-23,5510152,Supervisor 6,Segmento 1,Ana Cecília Almeida,2.6,3,0,1,4,10,1,1,1
1417,2024-01-26,5510152,Supervisor 6,Segmento 1,Bella Carvalho,7.2,0,9,4,10,9,8,9,9
1418,2024-02-08,5510152,Supervisor 6,Segmento 1,Melina Camargo,6.2,0,10,5,6,7,9,8,5
1419,2024-02-20,5510152,Supervisor 6,Segmento 1,Dr. Cauê Moreira,6.6,8,6,4,10,9,0,7,9
1420,2024-02-05,5510152,Supervisor 6,Segmento 1,Pedro Lucas Pastor,4.4,6,1,8,4,0,4,2,10
1421,2024-02-12,5510152,Supervisor 6,Segmento 1,Ana Clara Rezende,3.5,1,1,6,3,3,4,10,0
1422,2024-03-15,5510152,Supervisor 6,Segmento 1,Sr. Gael Henrique Casa Grande,4.0,1,6,6,3,3,1,3,9
1423,2024-03-18,5510152,Supervisor 6,Segmento 1,Fernanda Rios,4.9,3,3,7,3,6,1,7,9
1424,2024-03-20,5510152,Supervisor 6,Segmento 1,Vinícius Andrade,7.5,8,4,4,10,8,9,9,8
1425,2024-03-06,5510152,Supervisor 6,Segmento 1,Dr. Henry Gabriel Almeida,6.1,3,5,8,7,4,10,4,8
1426,2024-01-26,5510153,Supervisor 7,Segmento 3,Benicio Azevedo,4.0,3,1,2,4,1,7,5,9
1427,2024-01-26,5510153,Supervisor 7,Segmento 3,Murilo Leão,7.2,1,10,6,4,8,10,10,9
1428,2024-01-08,5510153,Supervisor 7,Segmento 3,Srta. Natália Melo,3.9,7,10,0,4,6,4,0,0
1429,2024-01-01,5510153,Supervisor 7,Segmento 3,Dr. Henrique Borges,3.5,1,4,9,1,3,3,7,0
1430,2024-02-12,5510153,Supervisor 7,Segmento 3,Isabel Lopes,5.1,9,10,4,7,2,6,2,1
1431,2024-02-02,5510153,Supervisor 7,Segmento 3,Ravy da Cruz,4.5,6,3,1,5,7,7,6,1
1432,2024-02-26,5510153,Supervisor 7,Segmento 3,Bárbara Freitas,5.0,5,7,4,3,5,5,10,1
1433,2024-02-24,5510153,Supervisor 7,Segmento 3,Sofia Lima,4.5,3,6,4,9,3,10,0,1
1434,2024-03-23,5510153,Supervisor 7,Segmento 3,João Felipe Marques,6.9,6,9,10,4,5,2,9,10
1435,2024-03-10,5510153,Supervisor 7,Segmento 3,Clarice Aragão,5.8,6,7,10,2,4,10,3,4
1436,2024-03-24,5510153,Supervisor 7,Segmento 3,Ayla da Cruz,5.0,10,7,0,1,4,9,2,7
1437,2024-03-02,5510153,Supervisor 7,Segmento 3,Ana Cecília Lopes,4.8,9,1,0,2,6,9,7,4
1438,2024-01-16,5510154,Supervisor 2,Segmento 2,Fernanda Abreu,5.2,8,9,0,6,6,9,0,4
1439,2024-01-15,5510154,Supervisor 2,Segmento 2,Pedro Lucas Rocha,4.5,6,3,10,6,4,3,0,4
1440,2024-01-19,5510154,Supervisor 2,Segmento 2,Benício da Costa,7.6,4,9,7,9,6,10,9,7
1441,2024-02-24,5510154,Supervisor 2,Segmento 2,Caio Fonseca,5.2,7,10,1,5,7,6,0,6
1442,2024-02-11,5510154,Supervisor 2,Segmento 2,Léo Silva,4.8,7,10,0,0,1,2,10,8
1443,2024-02-27,5510154,Supervisor 2,Segmento 2,Laís da Conceição,2.4,0,0,2,4,3,1,8,1
1444,2024-03-22,5510154,Supervisor 2,Segmento 2,Srta. Valentina Souza,4.6,0,0,9,8,2,10,5,3
1445,2024-03-01,5510154,Supervisor 2,Segmento 2,Maria Eduarda Machado,5.1,3,4,3,6,5,9,4,7
1446,2024-03-26,5510154,Supervisor 2,Segmento 2,Luiz Gustavo Rezende,4.9,0,2,8,1,10,6,2,10
1447,2024-01-08,5510157,Supervisor 3,Segmento 4,Manuella Guerra,7.1,5,9,5,6,7,9,9,7
1448,2024-01-14,5510157,Supervisor 3,Segmento 4,Emilly Vieira,6.4,1,4,10,10,6,8,5,7
1449,2024-01-09,5510157,Supervisor 3,Segmento 4,Danilo Silveira,6.2,4,9,4,5,2,8,8,10
1450,2024-01-19,5510157,Supervisor 3,Segmento 4,Samuel Guerra,4.6,2,5,0,8,3,3,10,6
1451,2024-01-04,5510157,Supervisor 3,Segmento 4,Benicio Cardoso,5.6,7,8,0,10,9,2,2,7
1452,2024-02-21,5510157,Supervisor 3,Segmento 4,Diego Correia,6.4,3,5,5,8,7,9,7,7
1453,2024-02-20,5510157,Supervisor 3,Segmento 4,Dra. Isadora Porto,6.2,2,9,8,9,8,7,2,5
1454,2024-02-09,5510157,Supervisor 3,Segmento 4,Nicole Martins,6.6,6,9,3,10,7,4,6,8
1455,2024-02-13,5510157,Supervisor 3,Segmento 4,Arthur Gabriel Rezende,6.2,10,6,3,9,8,4,10,0
1456,2024-02-19,5510157,Supervisor 3,Segmento 4,Sophie da Mota,5.4,5,5,3,7,2,8,5,8
1457,2024-03-20,5510157,Supervisor 3,Segmento 4,Dr. Yuri Rezende,4.1,3,9,3,10,1,3,4,0
1458,2024-03-04,5510157,Supervisor 3,Segmento 4,Srta. Maitê Vasconcelos,5.8,3,6,0,7,10,3,10,7
1459,2024-03-21,5510157,Supervisor 3,Segmento 4,Luara Albuquerque,4.1,7,1,5,0,6,1,3,10
1460,2024-03-08,5510157,Supervisor 3,Segmento 4,Fernando Fernandes,3.6,8,0,6,4,9,0,0,2
1461,2024-03-27,5510157,Supervisor 3,Segmento 4,Matheus da Conceição,5.9,8,8,10,0,7,3,3,8
1462,2024-01-20,5510158,Supervisor 2,Segmento 3,Enzo Castro,3.6,0,4,0,4,7,9,4,1
1463,2024-01-10,5510158,Supervisor 2,Segmento 3,Sr. Luiz Miguel Novaes,4.1,6,1,2,3,6,5,2,8
1464,2024-01-05,5510158,Supervisor 2,Segmento 3,Ian Melo,6.1,9,3,9,3,3,10,5,7
1465,2024-02-14,5510158,Supervisor 2,Segmento 3,Stella Siqueira,5.0,5,7,4,4,5,8,2,5
1466,2024-02-11,5510158,Supervisor 2,Segmento 3,Otávio Cardoso,6.2,10,10,7,4,2,3,7,7
1467,2024-02-02,5510158,Supervisor 2,Segmento 3,Gabrielly Alves,3.8,2,0,4,3,9,3,4,5
1468,2024-03-14,5510158,Supervisor 2,Segmento 3,Lívia Peixoto,5.0,3,0,3,9,10,5,1,9
1469,2024-03-14,5510158,Supervisor 2,Segmento 3,Heloísa Andrade,5.5,4,6,8,7,8,7,1,3
1470,2024-03-27,5510158,Supervisor 2,Segmento 3,Beatriz Ribeiro,6.2,9,5,0,3,10,10,8,5
1471,2024-01-12,5510159,Supervisor 7,Segmento 3,Alexandre Vasconcelos,5.2,3,3,6,6,5,8,10,1
1472,2024-01-27,5510159,Supervisor 7,Segmento 3,Bruno Porto,5.2,9,3,2,0,9,6,6,7
1473,2024-01-16,5510159,Supervisor 7,Segmento 3,Henry Gabriel Alves,5.2,10,2,1,6,2,5,10,6
1474,2024-01-23,5510159,Supervisor 7,Segmento 3,Caroline Barros,5.9,8,5,7,8,8,4,3,4
1475,2024-02-21,5510159,Supervisor 7,Segmento 3,Isadora Mendonça,5.1,7,5,8,5,0,8,0,8
1476,2024-02-27,5510159,Supervisor 7,Segmento 3,Asafe Garcia,5.1,10,6,1,0,5,10,7,2
1477,2024-02-19,5510159,Supervisor 7,Segmento 3,Fernando da Cruz,6.4,6,10,5,2,8,10,4,6
1478,2024-02-05,5510159,Supervisor 7,Segmento 3,Luísa Almeida,5.2,1,5,9,6,5,4,3,9
1479,2024-03-07,5510159,Supervisor 7,Segmento 3,Dr. Enzo Gabriel Carvalho,3.0,1,0,5,1,0,6,5,6
1480,2024-03-16,5510159,Supervisor 7,Segmento 3,Isaac Nunes,7.5,10,8,8,6,10,7,3,8
1481,2024-03-06,5510159,Supervisor 7,Segmento 3,Sra. Elisa Fogaça,6.1,10,2,2,6,5,5,10,9
1482,2024-03-01,5510159,Supervisor 7,Segmento 3,Felipe da Mota,5.8,9,10,9,3,3,1,2,9
1483,2024-01-04,5510160,Supervisor 5,Segmento 4,Isadora Leão,4.1,9,3,1,5,2,3,0,10
1484,2024-01-04,5510160,Supervisor 5,Segmento 4,Paulo Barbosa,4.4,0,5,1,6,6,10,5,2
1485,2024-02-12,5510160,Supervisor 5,Segmento 4,Srta. Ana Laura Campos,4.4,3,4,3,1,9,4,6,5
1486,2024-02-03,5510160,Supervisor 5,Segmento 4,Ravi Nascimento,6.0,7,4,9,9,8,1,6,4
1487,2024-03-12,5510160,Supervisor 5,Segmento 4,Liz Sampaio,4.8,10,8,4,6,2,4,3,1
1488,2024-03-18,5510160,Supervisor 5,Segmento 4,Sra. Allana Dias,3.2,4,3,5,6,0,3,4,1
1489,2024-01-15,5510162,Supervisor 7,Segmento 4,Ana Beatriz Santos,4.2,6,2,5,9,5,4,1,2
1490,2024-01-06,5510162,Supervisor 7,Segmento 4,Noah da Conceição,5.4,8,0,10,9,4,9,3,0
1491,2024-01-03,5510162,Supervisor 7,Segmento 4,Ian Ramos,4.6,5,10,5,3,4,0,10,0
1492,2024-01-02,5510162,Supervisor 7,Segmento 4,Dra. Maria Liz Nascimento,5.2,9,4,6,7,4,8,0,4
1493,2024-02-04,5510162,Supervisor 7,Segmento 4,João Miguel Araújo,3.6,1,1,4,5,7,5,3,3
1494,2024-02-08,5510162,Supervisor 7,Segmento 4,Maria Helena Casa Grande,6.4,9,5,10,1,5,10,7,4
1495,2024-02-09,5510162,Supervisor 7,Segmento 4,Eduardo Pereira,4.8,6,0,6,7,8,0,8,3
1496,2024-02-05,5510162,Supervisor 7,Segmento 4,Alexandre Rios,3.9,1,2,4,6,10,5,3,0
1497,2024-03-02,5510162,Supervisor 7,Segmento 4,Danilo Cassiano,5.1,7,2,2,9,9,5,5,2
1498,2024-03-09,5510162,Supervisor 7,Segmento 4,Levi Castro,3.9,1,5,7,2,3,1,4,8
1499,2024-03-03,5510162,Supervisor 7,Segmento 4,Dr. Gael Henrique Barros,7.2,8,9,7,10,5,5,5,9
1500,2024-03-04,5510162,Supervisor 7,Segmento 4,Henry Gabriel Farias,5.1,6,8,4,1,3,8,9,2
1501,2024-01-18,5510163,Supervisor 4,Segmento 1,Luiza da Rocha,7.6,8,8,7,5,6,9,9,9
1502,2024-01-14,5510163,Supervisor 4,Segmento 1,Ana Laura Pastor,4.0,0,8,5,6,9,2,0,2
1503,2024-02-22,5510163,Supervisor 4,Segmento 1,Srta. Stephany Cassiano,6.1,8,10,3,5,2,8,7,6
1504,2024-02-01,5510163,Supervisor 4,Segmento 1,Dra. Emanuella Melo,6.8,10,7,5,6,6,7,3,10
1505,2024-03-21,5510163,Supervisor 4,Segmento 1,Ana Carolina Lima,4.6,1,5,10,8,4,1,7,1
1506,2024-03-14,5510163,Supervisor 4,Segmento 1,Hadassa Nogueira,6.1,4,7,9,6,8,5,1,9
1507,2024-01-24,5510165,Supervisor 2,Segmento 2,Maria Gonçalves,3.2,0,7,6,5,1,5,2,0
1508,2024-01-19,5510165,Supervisor 2,Segmento 2,Gabriela Silva,4.9,3,5,0,8,3,6,8,6
1509,2024-01-19,5510165,Supervisor 2,Segmento 2,Leonardo Moura,5.5,0,6,7,8,4,4,9,6
1510,2024-01-08,5510165,Supervisor 2,Segmento 2,Maysa Novaes,5.2,4,1,1,3,5,10,8,10
1511,2024-01-05,5510165,Supervisor 2,Segmento 2,Ana Clara Freitas,6.0,10,9,2,10,7,10,0,0
1512,2024-01-01,5510165,Supervisor 2,Segmento 2,Sr. Otto Pires,5.9,10,6,9,8,2,1,9,2
1513,2024-02-12,5510165,Supervisor 2,Segmento 2,Clara Fonseca,4.1,9,0,2,4,5,0,7,6
1514,2024-02-07,5510165,Supervisor 2,Segmento 2,Dr. Levi Rocha,5.9,2,4,8,6,4,4,9,10
1515,2024-02-09,5510165,Supervisor 2,Segmento 2,João Vitor Mendes,6.0,9,8,1,5,9,10,5,1
1516,2024-02-20,5510165,Supervisor 2,Segmento 2,Vinicius da Conceição,4.6,10,7,7,4,3,4,0,2
1517,2024-02-01,5510165,Supervisor 2,Segmento 2,Fernanda da Mata,3.5,1,9,7,0,2,0,6,3
1518,2024-02-21,5510165,Supervisor 2,Segmento 2,Igor Nogueira,4.8,4,8,3,2,3,4,8,6
1519,2024-03-07,5510165,Supervisor 2,Segmento 2,Henrique da Conceição,3.4,3,4,1,5,2,1,3,8
1520,2024-03-07,5510165,Supervisor 2,Segmento 2,Rhavi Macedo,5.8,6,7,10,4,1,10,7,1
1521,2024-03-20,5510165,Supervisor 2,Segmento 2,Zoe Caldeira,4.8,4,4,8,5,9,0,7,1
1522,2024-03-22,5510165,Supervisor 2,Segmento 2,Esther Pinto,5.4,3,8,4,5,6,8,4,5
1523,2024-03-10,5510165,Supervisor 2,Segmento 2,Mathias Pimenta,4.9,8,6,1,6,2,4,8,4
1524,2024-03-08,5510165,Supervisor 2,Segmento 2,Maria Luiza Azevedo,5.5,3,8,8,9,3,3,0,10
1525,2024-01-10,5510166,Supervisor 2,Segmento 3,Pedro Lucas Mendes,6.5,4,9,8,1,8,9,5,8
1526,2024-01-11,5510166,Supervisor 2,Segmento 3,Rhavi Porto,6.8,1,2,3,10,8,10,10,10
1527,2024-01-07,5510166,Supervisor 2,Segmento 3,Benjamim Freitas,5.9,6,7,3,9,7,9,6,0
1528,2024-01-27,5510166,Supervisor 2,Segmento 3,Valentim Souza,4.9,0,8,6,0,10,7,8,0
1529,2024-02-12,5510166,Supervisor 2,Segmento 3,Gustavo Henrique Pimenta,5.0,4,9,9,0,3,3,2,10
1530,2024-02-13,5510166,Supervisor 2,Segmento 3,Mariah Pereira,4.8,6,3,1,2,10,5,10,1
1531,2024-02-03,5510166,Supervisor 2,Segmento 3,Lucas Cirino,7.5,10,7,7,6,9,8,3,10
1532,2024-02-07,5510166,Supervisor 2,Segmento 3,Sra. Maysa Mendonça,5.5,6,7,10,1,3,9,0,8
1533,2024-03-07,5510166,Supervisor 2,Segmento 3,Eduardo Sousa,5.2,8,5,10,0,8,5,4,2
1534,2024-03-01,5510166,Supervisor 2,Segmento 3,Raul Campos,3.4,4,0,1,2,8,2,7,3
1535,2024-03-03,5510166,Supervisor 2,Segmento 3,Marina da Mota,3.5,1,5,4,2,1,2,5,8
1536,2024-03-04,5510166,Supervisor 2,Segmento 3,Ana Cecília Brito,4.4,8,7,0,6,5,7,0,2
1537,2024-01-03,5510167,Supervisor 4,Segmento 1,Maria Laura da Cruz,4.1,4,5,2,0,9,8,1,4
1538,2024-01-06,5510167,Supervisor 4,Segmento 1,Sr. Rafael Nogueira,5.5,8,1,8,5,4,8,0,10
1539,2024-01-24,5510167,Supervisor 4,Segmento 1,Sr. João Lucas da Rosa,4.8,5,10,0,0,9,8,5,1
1540,2024-01-16,5510167,Supervisor 4,Segmento 1,Sr. Vitor Hugo Gonçalves,4.8,6,8,5,0,5,2,9,3
1541,2024-02-18,5510167,Supervisor 4,Segmento 1,Dr. Danilo Pinto,3.6,5,4,1,0,7,3,7,2
1542,2024-02-03,5510167,Supervisor 4,Segmento 1,Dr. Heitor Vasconcelos,4.5,0,8,8,2,2,5,7,4
1543,2024-02-14,5510167,Supervisor 4,Segmento 1,Matheus Araújo,5.9,6,5,10,4,10,4,8,0
1544,2024-02-25,5510167,Supervisor 4,Segmento 1,Esther Nogueira,5.1,6,3,10,4,4,6,8,0
1545,2024-03-13,5510167,Supervisor 4,Segmento 1,Pietra Albuquerque,3.0,2,3,4,0,7,0,2,6
1546,2024-03-12,5510167,Supervisor 4,Segmento 1,Lívia Fernandes,5.5,10,7,2,10,6,0,1,8
1547,2024-03-21,5510167,Supervisor 4,Segmento 1,Eduarda Costela,4.8,8,0,3,8,1,4,5,9
1548,2024-03-20,5510167,Supervisor 4,Segmento 1,Clara Pastor,5.4,0,9,7,0,7,10,8,2
1549,2024-01-21,5510168,Supervisor 3,Segmento 3,Otávio Santos,4.0,8,1,4,9,4,4,1,1
1550,2024-01-05,5510168,Supervisor 3,Segmento 3,Vinicius Rodrigues,6.1,1,6,4,9,6,4,10,9
1551,2024-01-15,5510168,Supervisor 3,Segmento 3,Helena Sampaio,7.2,4,10,8,9,10,7,10,0
1552,2024-01-01,5510168,Supervisor 3,Segmento 3,Manuella Dias,6.0,9,6,4,9,6,5,4,5
1553,2024-02-18,5510168,Supervisor 3,Segmento 3,Sr. Felipe da Cruz,4.6,9,0,0,0,10,10,8,0
1554,2024-02-02,5510168,Supervisor 3,Segmento 3,Maitê Cavalcante,4.2,7,3,5,0,1,5,10,3
1555,2024-02-03,5510168,Supervisor 3,Segmento 3,Sra. Julia Pimenta,6.9,4,8,4,2,9,10,10,8
1556,2024-02-12,5510168,Supervisor 3,Segmento 3,Alexandre Ramos,6.1,1,4,8,9,7,8,3,9
1557,2024-03-15,5510168,Supervisor 3,Segmento 3,Ana Sophia Ferreira,4.1,0,9,0,9,0,7,1,7
1558,2024-03-14,5510168,Supervisor 3,Segmento 3,Rael Marques,3.9,0,2,9,0,2,8,0,10
1559,2024-03-19,5510168,Supervisor 3,Segmento 3,Enzo Gabriel Rodrigues,4.1,1,3,3,2,7,8,0,9
1560,2024-03-01,5510168,Supervisor 3,Segmento 3,Marcos Vinicius Câmara,4.4,1,1,9,1,4,8,8,3
1561,2024-01-12,5510169,Supervisor 6,Segmento 1,Murilo Pires,5.2,7,3,5,6,7,1,9,4
1562,2024-01-21,5510169,Supervisor 6,Segmento 1,Vitor Hugo Rocha,5.8,9,10,5,5,6,8,2,1
1563,2024-01-24,5510169,Supervisor 6,Segmento 1,Dom Novais,4.4,0,6,9,0,8,8,4,0
1564,2024-01-12,5510169,Supervisor 6,Segmento 1,Letícia Moreira,6.2,3,8,7,5,3,10,5,9
1565,2024-01-06,5510169,Supervisor 6,Segmento 1,Lucas Barros,5.2,6,6,2,3,10,5,4,6
1566,2024-02-09,5510169,Supervisor 6,Segmento 1,Eloah Andrade,6.1,7,9,5,3,8,3,7,7
1567,2024-02-26,5510169,Supervisor 6,Segmento 1,Maria Cecília Gomes,5.1,9,2,9,5,7,4,0,5
1568,2024-02-03,5510169,Supervisor 6,Segmento 1,Otto Duarte,5.2,7,9,3,7,6,0,2,8
1569,2024-02-26,5510169,Supervisor 6,Segmento 1,Bianca Nunes,4.6,8,5,5,2,9,8,0,0
1570,2024-02-06,5510169,Supervisor 6,Segmento 1,Dr. Ryan Cavalcante,2.8,2,4,6,1,4,1,2,2
1571,2024-03-05,5510169,Supervisor 6,Segmento 1,Pietra Montenegro,6.0,5,8,0,4,10,8,4,9
1572,2024-03-18,5510169,Supervisor 6,Segmento 1,Caleb Camargo,4.0,5,1,1,0,5,5,9,6
1573,2024-03-12,5510169,Supervisor 6,Segmento 1,Asafe Carvalho,5.6,7,2,8,7,8,4,1,8
1574,2024-03-02,5510169,Supervisor 6,Segmento 1,Srta. Julia Farias,6.6,5,6,7,10,8,8,6,3
1575,2024-03-22,5510169,Supervisor 6,Segmento 1,Davi Luiz Sá,3.9,2,1,6,2,3,9,2,6
1576,2024-01-02,5510170,Supervisor 1,Segmento 3,Dr. Samuel Barros,5.5,10,7,2,4,4,4,10,3
1577,2024-01-09,5510170,Supervisor 1,Segmento 3,Anthony Gabriel Pereira,4.1,8,0,7,7,4,4,2,1
1578,2024-01-04,5510170,Supervisor 1,Segmento 3,Sr. Benicio Oliveira,6.0,4,9,5,0,4,10,7,9
1579,2024-01-07,5510170,Supervisor 1,Segmento 3,Benício da Cruz,5.8,4,7,10,6,4,4,10,1
1580,2024-02-27,5510170,Supervisor 1,Segmento 3,Ana Laura Cirino,6.1,5,0,7,9,10,5,8,5
1581,2024-02-24,5510170,Supervisor 1,Segmento 3,Eloah Brito,4.2,3,2,6,6,2,5,2,8
1582,2024-02-15,5510170,Supervisor 1,Segmento 3,Isabel Aragão,4.6,7,1,6,9,4,4,4,2
1583,2024-02-14,5510170,Supervisor 1,Segmento 3,Antony Gonçalves,7.9,10,10,4,9,8,7,9,6
1584,2024-03-27,5510170,Supervisor 1,Segmento 3,Mathias Casa Grande,4.4,3,5,7,8,4,6,1,1
1585,2024-03-25,5510170,Supervisor 1,Segmento 3,Caio Camargo,3.2,3,8,4,5,1,3,0,2
1586,2024-03-26,5510170,Supervisor 1,Segmento 3,Liz Nunes,5.4,9,10,9,9,0,3,0,3
1587,2024-03-12,5510170,Supervisor 1,Segmento 3,Fernanda Borges,5.1,10,7,2,0,9,5,6,2
1588,2024-01-25,5510171,Supervisor 1,Segmento 3,Beatriz Aragão,4.2,0,5,7,5,10,2,1,4
1589,2024-02-07,5510171,Supervisor 1,Segmento 3,Lucca Alves,4.9,9,7,4,2,1,0,6,10
1590,2024-03-19,5510171,Supervisor 1,Segmento 3,Dr. Carlos Eduardo Moura,5.6,6,4,6,7,6,3,7,6
1591,2024-01-22,5510172,Supervisor 6,Segmento 2,Luiza Pires,4.2,7,6,0,6,9,4,2,0
1592,2024-01-08,5510172,Supervisor 6,Segmento 2,José Miguel da Cruz,5.2,2,2,2,10,5,8,8,5
1593,2024-02-19,5510172,Supervisor 6,Segmento 2,Bruno Sales,4.8,2,10,3,8,4,1,6,4
1594,2024-02-02,5510172,Supervisor 6,Segmento 2,Nathan Jesus,8.0,9,7,9,8,10,4,7,10
1595,2024-03-10,5510172,Supervisor 6,Segmento 2,Heloísa Pastor,4.2,4,0,1,8,0,7,6,8
1596,2024-03-16,5510172,Supervisor 6,Segmento 2,João Felipe Albuquerque,2.4,1,3,0,1,0,3,5,6
1597,2024-01-17,5510173,Supervisor 4,Segmento 1,Caleb Sales,7.2,1,4,9,10,10,10,10,4
1598,2024-01-11,5510173,Supervisor 4,Segmento 1,Maria Flor Porto,4.8,9,2,3,6,1,1,10,6
1599,2024-02-10,5510173,Supervisor 4,Segmento 1,Levi Casa Grande,4.9,7,7,4,7,7,3,1,3
1600,2024-02-10,5510173,Supervisor 4,Segmento 1,Caio Monteiro,3.5,10,3,4,1,1,7,0,2
1601,2024-03-01,5510173,Supervisor 4,Segmento 1,Dr. Otto Novaes,5.9,7,2,9,3,5,5,9,7
1602,2024-03-26,5510173,Supervisor 4,Segmento 1,Emilly Araújo,5.6,3,2,10,8,6,8,7,1
1603,2024-01-27,5510174,Supervisor 5,Segmento 3,Isabelly Novais,4.9,10,7,5,0,2,4,8,3
1604,2024-02-03,5510174,Supervisor 5,Segmento 3,Maria Clara Pereira,4.8,9,9,1,2,0,6,10,1
1605,2024-03-15,5510174,Supervisor 5,Segmento 3,Dr. Antony Siqueira,7.0,10,5,5,9,8,9,2,8
1606,2024-01-10,5510175,Supervisor 1,Segmento 1,Pedro Fonseca,4.6,7,7,5,2,2,3,5,6
1607,2024-01-19,5510175,Supervisor 1,Segmento 1,Josué Camargo,4.4,5,5,1,5,1,9,2,7
1608,2024-01-12,5510175,Supervisor 1,Segmento 1,Sr. Samuel Câmara,4.8,10,5,4,1,0,6,7,5
1609,2024-02-04,5510175,Supervisor 1,Segmento 1,Davi Luiz Gonçalves,5.5,8,5,8,8,3,4,6,2
1610,2024-02-16,5510175,Supervisor 1,Segmento 1,Agatha Leão,3.6,5,8,0,4,1,9,1,1
1611,2024-02-20,5510175,Supervisor 1,Segmento 1,Maria Helena Pires,4.2,1,6,8,8,0,2,8,1
1612,2024-03-11,5510175,Supervisor 1,Segmento 1,Larissa Nunes,4.0,2,5,9,5,4,2,5,0
1613,2024-03-22,5510175,Supervisor 1,Segmento 1,Evelyn da Rosa,5.4,4,10,3,4,4,2,6,10
1614,2024-03-15,5510175,Supervisor 1,Segmento 1,Maria Laura Leão,4.4,2,0,4,7,1,4,8,9
1615,2024-01-11,5510177,Supervisor 1,Segmento 3,Ryan Alves,5.1,0,4,9,4,7,9,5,3
1616,2024-01-06,5510177,Supervisor 1,Segmento 3,Nina Barbosa,4.2,4,3,3,0,6,6,6,6
1617,2024-01-26,5510177,Supervisor 1,Segmento 3,Carlos Eduardo Silveira,3.9,0,4,5,2,3,6,9,2
1618,2024-01-27,5510177,Supervisor 1,Segmento 3,Ana Clara da Cruz,2.8,3,8,2,2,0,5,0,2
1619,2024-01-08,5510177,Supervisor 1,Segmento 3,Dra. Ana Beatriz Lima,5.2,5,8,0,2,8,9,4,6
1620,2024-01-24,5510177,Supervisor 1,Segmento 3,Kamilly da Rocha,5.4,8,3,0,5,3,7,8,9
1621,2024-02-19,5510177,Supervisor 1,Segmento 3,Luísa Pinto,5.2,4,0,9,8,6,6,8,1
1622,2024-02-06,5510177,Supervisor 1,Segmento 3,Igor Martins,6.9,9,8,6,4,8,6,4,10
1623,2024-02-14,5510177,Supervisor 1,Segmento 3,Ana Lívia Mendes,4.9,6,6,5,9,3,5,2,3
1624,2024-02-06,5510177,Supervisor 1,Segmento 3,Antony Sales,4.5,8,5,7,1,2,1,10,2
1625,2024-02-25,5510177,Supervisor 1,Segmento 3,Maitê Ramos,4.0,2,10,7,0,1,1,9,2
1626,2024-02-22,5510177,Supervisor 1,Segmento 3,Dra. Milena da Rosa,6.9,10,10,3,5,7,3,7,10
1627,2024-03-09,5510177,Supervisor 1,Segmento 3,Mirella Rios,4.1,3,9,3,2,5,10,0,1
1628,2024-03-05,5510177,Supervisor 1,Segmento 3,Lucca Cunha,5.8,9,2,2,7,10,1,9,6
1629,2024-03-22,5510177,Supervisor 1,Segmento 3,Thales Costa,3.6,7,10,0,3,1,0,5,3
1630,2024-03-07,5510177,Supervisor 1,Segmento 3,Laura Melo,4.4,7,1,8,0,9,8,2,0
1631,2024-03-02,5510177,Supervisor 1,Segmento 3,Bruno Santos,6.2,5,3,10,3,7,10,7,5
1632,2024-03-14,5510177,Supervisor 1,Segmento 3,Leonardo Ramos,4.8,3,1,2,8,4,7,9,4
1633,2024-01-04,5510178,Supervisor 2,Segmento 2,Ana Julia Barbosa,4.2,3,1,5,10,2,1,6,6
1634,2024-01-10,5510178,Supervisor 2,Segmento 2,Antony Fonseca,5.5,4,10,4,4,5,0,10,7
1635,2024-01-08,5510178,Supervisor 2,Segmento 2,Isis Abreu,5.9,10,4,2,1,7,8,7,8
1636,2024-02-01,5510178,Supervisor 2,Segmento 2,Anthony Novais,3.4,3,0,0,5,7,5,2,5
1637,2024-02-04,5510178,Supervisor 2,Segmento 2,Camila da Luz,6.5,7,5,10,8,3,6,4,9
1638,2024-02-11,5510178,Supervisor 2,Segmento 2,Pedro Rios,6.2,10,2,8,9,6,6,8,1
1639,2024-03-08,5510178,Supervisor 2,Segmento 2,Bianca Cavalcanti,4.5,0,6,10,3,0,0,7,10
1640,2024-03-15,5510178,Supervisor 2,Segmento 2,Esther Pacheco,4.0,2,1,8,2,6,5,3,5
1641,2024-03-19,5510178,Supervisor 2,Segmento 2,Henry Alves,3.9,3,8,2,1,8,1,0,8
